645.581	-0.906895
220.296	-1.33604
161.697	-1.70156
177.733	-1.55191
180.184	-1.52382
260.566	-1.3035
678.524	-1.22667
895.132	-1.11962
925.247	-1.0701
967.682	-1.00009
908.175	-1.17857
1058.18	-0.940977
814.442	-1.3767
787.111	-1.40126
783.7	-1.31462
713.747	-1.20705
930.012	-0.232823
636.612	-0.139635
521.473	0.198345
426.834	0.412646
431.743	0.587098
558.877	0.270488
521.672	0.0511076
513.802	-0.429117
427.102	-0.889878
322.184	-1.40519
303.644	-1.47671
246.947	-1.5056
230.296	-1.61996
218.627	-1.58364
230.933	-1.46572
230.742	-1.49466
200.876	-1.73784
234.012	-1.44272
304.345	-0.927271
439.434	-0.375565
420.284	0.314856
433.604	0.590724
397.406	0.805743
275.166	1.00673
354.289	1.08469
339.379	1.23725
368.853	1.1137
319.756	1.03502
348.554	1.33133
338.56	1.32419
267.54	1.10405
271.942	1.23869
201.848	1.1397
164.944	1.02928
139.833	0.0788864
88.8852	-0.216515
64.686	-0.203971
125.049	-0.233115
171.966	-0.0499998
190.615	0.00954002
200.478	-0.212117
306.822	0.126151
312.444	0.117043
373.77	-0.0824652
357.323	-0.614663
314.247	-1.37051
282.746	-1.72689
239.018	-1.90674
173.561	-1.8454
156.798	-2.1493
146.81	-2.01203
127.72	-1.86548
131.193	-1.8886
133.018	-1.94322
134.825	-1.9257
127.904	-1.93716
119.353	-1.71035
102.869	-0.651282
64.2151	-0.969296
41.2476	-1.38161
19.5825	-1.1383
16.3548	-1.08198
16.4411	-0.958582
19.1269	-0.883237
17.1277	-0.851689
16.8012	-0.825386
29.9325	-0.696101
260.187	-1.01156
298.385	-1.56601
567.515	-1.86821
585.562	-2.00574
552.544	-2.242
624.946	-2.19509
628.735	-2.22908
593.632	-2.21432
427.417	-2.22476
126.779	-1.62822
254.769	-0.826218
417.817	-1.48775
436.17	-2.32058
332.027	-2.33207
139.186	-2.19117
44.3107	-1.32142
29.5142	-1.72644
29.9484	-1.83769
31.8567	-1.63335
38.4851	-1.40123
28.4936	-1.8581
49.5964	-0.805403
39.7281	-1.03223
227.635	-0.735577
366.781	-0.693952
374.765	-0.677807
321.342	-0.624592
251.844	-0.839105
187.528	-0.815723
259.693	-0.29387
231.739	0.0160663
219.418	-0.0531787
256.013	0.372746
268.437	0.262781
335.787	0.0470717
352.7	0.125929
395.815	0.0587096
394.139	0.00126919
224.232	-0.246133
188.435	-0.619524
163.974	-0.608597
172.074	-0.517165
195.796	-0.240727
216.504	-0.0895589
266.349	0.500642
267.07	0.383717
255.58	0.399567
253.635	0.711115
259.563	0.362863
302.878	0.361616
329.723	0.121751
299.438	0.179205
207.06	-0.419823
165.778	-1.01847
117.629	-1.33027
110.66	-1.10334
87.3355	-1.46657
60.8586	-1.03823
89.3171	-0.609774
159.895	-0.434284
183.582	-0.367767
184.173	-0.436754
179.288	-0.316419
156.397	-0.622811
132.573	-0.601371
113.515	-0.732892
82.0903	-1.03453
78.6459	-0.995416
43.5287	-1.55304
40.089	-1.64688
44.641	-1.85747
28.3597	-1.50553
38.408	-1.57271
36.0087	-1.61439
37.591	-1.48225
35.7812	-1.4735
37.3541	-1.60049
35.7039	-1.22461
28.5233	-1.40368
22.7002	-1.13229
19.6787	-0.967309
18.8288	-0.721422
17.7353	-0.865941
18.8481	-0.895618
19.3309	-0.847754
16.1756	-0.755183
17.6283	-0.831602
14.7683	-0.709581
17.4725	-0.911688
13.1413	-0.717587
12.1625	-0.729384
14.7642	-0.889021
12.7573	-0.605394
17.1496	-0.648164
14.6929	-0.809013
13.6049	-0.775982
13.4074	-0.79211
13.5727	-0.743855
16.1343	-0.639817
14.2196	-0.486026
14.0258	-0.570899
14.6658	-0.735066
17.5399	-0.733101
43.4816	-0.509433
72.6895	0.10047
99.7404	0.0318184
114.953	0.0813655
119.256	0.295416
135.528	0.563146
158.625	0.371039
160.799	0.511972
221.322	0.303951
