-1.2209	-8.06601
6.40551	-8.7522
13.8238	-18.699
13.5311	-18.3648
12.4904	-18.4823
4.13191	-14.8377
0.712773	-12.878
5.80018	-16.8494
5.38276	-20.5934
3.55257	-22.2967
3.12642	-23.5036
1.8357	-24.2147
4.20463	-28.5087
4.24945	-30.2249
3.68514	-30.0193
4.1015	-26.2959
0.834962	-16.0546
-2.84928	-12.489
-3.04175	-7.41543
-5.05358	-1.026
-4.12567	1.80302
-2.20698	-7.12579
-3.8164	-4.25691
-2.8128	-5.44947
-3.25077	-5.69681
-0.028201	-12.8132
-2.30042	-15.1995
-4.09749	-12.1682
-1.78887	-11.9173
-2.12939	-11.92
-1.157	-13.0832
0.49593	-13.1582
-0.167569	-12.5662
0.0570298	-15.1322
-0.613336	-8.82293
-2.4032	-7.95482
2.92335	-5.23783
3.76781	-9.95406
0.0957152	-5.64422
-3.29192	-6.56356
-2.67275	-8.73212
0.805319	-5.56953
0.807896	-2.44086
-3.45824	-6.64415
-5.37326	-8.18708
-0.460385	-7.98468
0.704565	-7.50381
0.0567835	-6.79491
0.246075	-7.58048
1.30473	-6.60961
1.25769	-13.8406
4.00122	-23.6911
5.81504	-24.9008
9.18542	-20.2533
6.44303	-19.5507
4.45772	-19.0537
4.24865	-19.1597
4.83273	-22.1417
6.09059	-23.9426
7.02697	-28.0345
11.9204	-24.6344
11.4437	-22.7653
5.95931	-16.277
-1.34842	-9.97239
-9.53948	-8.98982
-4.6718	-15.6154
0.233026	-18.7486
6.76822	-16.3208
12.0732	-16.7951
11.6152	-16.9084
11.3533	-16.1046
10.5575	-13.0225
9.94411	-8.37344
10.3936	3.56193
15.3127	8.5208
13.9209	-0.334696
8.46863	-0.900257
3.88936	-1.48848
0.900155	-3.51841
4.53544	-1.69668
0.715919	-4.30206
2.24707	-2.55459
-3.95626	-11.2477
-2.50782	-11.2558
-4.76681	-2.14208
-5.13855	-1.65433
-4.94724	0.966718
-0.576707	-2.36128
-1.0256	-4.33284
2.31319	-9.24731
2.31335	-13.0804
2.46058	-16.1218
1.26505	-14.117
1.84406	-8.99785
-3.8328	-7.4859
-4.02553	-13.5366
-3.94426	-16.8431
-1.28207	-12.1694
2.82788	1.03964
6.16644	-0.425273
6.74568	-5.07154
3.92119	-2.82237
4.28318	-3.10405
6.50376	-3.62644
3.46218	0.459799
3.60444	-0.428138
3.34483	-12.31
8.40771	-22.4033
8.90554	-22.764
5.14983	-19.738
3.80942	-17.368
4.18983	-15.7093
7.20889	-12.1578
8.65308	-9.21554
6.85536	-14.3255
4.3061	-8.397
4.66421	-8.56233
0.288602	-10.862
0.705905	-14.0881
2.04441	-12.4147
3.94686	-14.0677
3.07259	-14.3795
7.08894	-18.747
7.36865	-17.5506
7.91186	-16.3986
7.12668	-15.9185
9.08252	-13.3879
2.50066	-7.7226
4.66965	-8.58491
2.25781	-7.19003
0.971347	-4.81808
2.76089	-0.763339
4.00442	-1.97914
6.64154	-9.69628
7.58118	-11.0617
9.22825	-13.5253
8.56863	-9.65444
9.77054	-14.4157
9.09017	-13.0742
8.06516	-11.9484
12.1102	-10.7155
13.4652	-11.7083
11.6648	-14.3571
10.9582	-16.5761
8.39311	-15.7404
9.20874	-13.5133
8.5083	-13.7108
8.22637	-11.83
7.40003	-14.1432
8.86715	-8.76494
6.49821	-6.20911
4.79828	-5.60878
5.63977	-7.13611
3.77467	-5.63449
6.98528	-8.54495
8.71997	-12.059
9.34558	-9.86717
9.73289	-5.16472
8.04721	-7.02136
9.29167	-7.3532
7.59046	-8.28433
6.93611	-5.00738
4.27231	-5.20841
-1.41504	-9.18095
-0.795365	-9.1864
-2.62061	-11.6431
-0.23334	-8.1713
-0.769877	-8.57679
0.628396	-6.85543
0.739536	-7.19452
-0.547232	-5.41772
-0.663216	-3.43149
0.267379	-3.95499
1.69551	-2.02136
4.60056	-4.31326
1.66216	-3.79047
2.05895	-3.32813
2.26671	-4.75107
0.560186	-3.31475
-0.996318	1.06844
-1.49196	-3.8583
0.0442844	-1.10457
0.642625	-3.59274
0.397733	-6.58097
3.15882	-4.02128
1.83968	-7.48247
2.89252	-6.54696
3.32778	-3.08414
-0.3982	-7.74278
-2.97354	-7.37939
-3.27752	-7.41579
-3.56972	-5.194
-1.17009	-3.22579
-0.671726	-1.83761
-3.47946	-5.33838
-1.53073	-9.20535
-2.30138	-5.95469
-0.20815	-2.3609
-0.78084	-4.70982
-3.52455	-9.43601
-2.98211	-8.90074
-3.34673	-5.78036
-3.47212	-6.18442
-4.30667	-8.4769
-8.76342	-9.09592
-5.13287	-8.38958
3.89029	0.566248
-1.82021	-1.60091
-1.61253	-0.895911
-1.15059	-0.645103
-0.839645	-0.132016
-1.79812	-5.89627
-5.35937	-10.7263
-4.91785	-1.84941
-3.15675	0.976279
1.11334	-4.05751
-2.47034	-1.84444
-1.14818	-0.752178
-2.1679	-2.40417
-0.0265256	-19.9762
-6.63688	-22.1733
-5.78453	-17.2145
-2.90368	-15.2985
-2.16389	-24.4742
1.21752	-25.4154
2.54933	-27.9104
5.3651	-24.4711
4.32361	-24.4129
5.33086	-27.4326
5.82948	-24.2992
6.35762	-19.3544
7.31629	-13.9899
11.0309	-7.06841
7.9873	-3.09154
6.64474	-3.77618
-0.230794	-5.54717
-2.75986	-3.24192
-4.94269	-4.96327
-2.78571	-11.0936
-2.52013	-7.52182
-1.53887	-7.00489
0.116976	-3.79211
1.4835	-3.25504
-1.74802	-7.8618
-0.877141	-11.3973
-0.965673	-8.31256
-2.72307	-6.42423
-2.98011	-3.18656
